title,price,bhk,area_sqft,parking
3 BHK Flat in Paschim Vihar,25000000.0,3.0,1500.0,1.0
3 BHK Flat in Burari,55.0,3.0,950.0,1.0
3 BHK Independent Builder Floor in Shastri Nagar,75.0,3.0,600.0,1.0
2 BHK Independent Builder Floor in Nawada,26.5,2.0,560.0,1.0
4 BHK Flat in Sector 4 Dwarka,34500000.0,4.0,2400.0,1.0
2 BHK Flat in Sector 17 Dwarka,15000000.0,2.0,800.0,1.0
3 BHK Flat in Burari,48.5,3.0,950.0,
4 BHK Independent Builder Floor in Sector 8 Dwarka,25000000.0,4.0,1900.0,1.0
1 BHK Flat in Nawada,21.0,1.0,400.0,1.0
2 BHK Flat in Burari,37.0,2.0,700.0,
2 BHK Flat in Burari,36.2,2.0,700.0,
4.5 BHK Flat in Sector 7 Dwarka,32000000.0,5.0,2000.0,1.0
2 BHK Independent Builder Floor in Sector 8 Dwarka,80.0,2.0,680.0,1.0
3 BHK Independent Builder Floor in Vikaspuri,35500000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,29000000.0,3.0,1900.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,85.0,3.0,850.0,
4 BHK Independent Builder Floor in Greater Kailash I,85000000.0,4.0,2100.0,1.0
4.5 BHK Independent Builder Floor in Kailash Colony,105000000.0,5.0,2799.0,
4 BHK Independent Builder Floor in Defence Colony,175000000.0,4.0,3300.0,
3 BHK Flat in Sector 15 Dwarka,70.0,3.0,1100.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,42500000.0,4.0,2250.0,
3 BHK Flat in Sector 3 Dwarka,24800000.0,3.0,1700.0,
3 BHK Flat in Paschim Vihar,16100000.000000002,3.0,1200.0,
3 BHK Independent Builder Floor in Sector 17 Rohini,15000000.0,3.0,1125.0,1.0
3 BHK Flat in Mukundpur,48.3,3.0,950.0,
2 BHK Flat in Nangloi,10800000.0,2.0,1200.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,86.0,3.0,850.0,
4 BHK Flat in Burari,62.0,4.0,1350.0,
4 BHK Independent Builder Floor in Safdarjung Enclave,130000000.0,4.0,4000.0,
3 BHK Independent Builder Floor in Safdarjung Enclave,57500000.0,3.0,1700.0,
3 BHK Independent Builder Floor in Vikaspuri,35000000.0,3.0,1800.0,1.0
2 BHK Flat in Burari,24.5,2.0,585.0,
3 BHK Flat in Burari,65.0,3.0,1250.0,
2 BHK Flat in Khanpur,36.0,2.0,685.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,22500000.0,3.0,1800.0,
1 BHK Flat in Rajpur,24.5,1.0,450.0,
3 BHK Flat in Sector 2 Dwarka,21000000.0,3.0,1700.0,
3 BHK Flat in Sector 4 Dwarka,24900000.000000004,3.0,1600.0,
2 BHK Flat in Rajpur,44.0,2.0,640.0,
2 BHK Flat in Rajpur,43.0,2.0,680.0,
2 BHK Flat in Rajpur,45.2,2.0,680.0,
2 BHK Flat in Rajpur,46.0,2.0,680.0,
2 BHK Flat in Rajpur,44.0,2.0,680.0,
2 BHK Flat in Rajpur,47.2,2.0,680.0,
2 BHK Flat in Rajpur,45.0,2.0,730.0,
2 BHK Flat in Rajpur,45.0,2.0,680.0,
2 BHK Flat in Rajpur,47.0,2.0,650.0,
2 BHK Flat in Rajpur,46.0,2.0,610.0,
2 BHK Flat in Rajpur,44.7,2.0,680.0,
2 BHK Flat in Rajpur,49.0,2.0,680.0,
2 BHK Flat in Rajpur,46.8,2.0,680.0,
2 BHK Independent Builder Floor in Sector 8 Dwarka,87.0,2.0,680.0,
2 BHK Independent Builder Floor in Sector 8 Dwarka,78.0,2.0,680.0,
2 BHK Flat in Vikaspuri,11000000.0,2.0,950.0,
3 BHK Flat in Sector 6 Dwarka,29500000.0,3.0,1800.0,1.0
1 BHK Flat in Rajpur,25.0,1.0,500.0,1.0
3 BHK Independent Builder Floor in Uttam Nagar,55.0,3.0,820.0,1.0
3 BHK Flat in Paschim Vihar,18000000.0,3.0,1300.0,
2 BHK Flat in Sector 15 Dwarka,36.0,2.0,700.0,1.0
4 BHK Independent Builder Floor in Gulmohar Park,124000000.0,4.0,2700.0,
3 BHK Independent Builder Floor in Tagore Garden Extension,20000000.0,3.0,1080.0,1.0
3 BHK Independent Builder Floor in Shastri Nagar,15000000.0,3.0,1530.0,
2 BHK Independent Builder Floor in Nawada,34.5,2.0,540.0,
3 BHK Independent Builder Floor in Vikaspuri,35500000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Sector 24 Rohini,17000000.0,4.0,1500.0,1.0
4 BHK Independent Builder Floor in Sector 24 Rohini,17500000.0,4.0,1450.0,1.0
3 BHK Independent Builder Floor in Deenpur,65.0,3.0,1080.0,1.0
1 BHK Independent House in Rajpur,25.0,1.0,900.0,1.0
3 BHK Independent Builder Floor in Deenpur,65.0,3.0,1080.0,1.0
3 BHK Independent Builder Floor in Deenpur,65.1,3.0,1080.0,1.0
1 BHK Flat in Neb Sarai,26.0,1.0,500.0,
2 BHK Independent Builder Floor in Shastri Nagar,54.0,2.0,750.0,
3 BHK Flat in Burari,65.0,3.0,1250.0,
3 BHK Independent Builder Floor in Paschim Vihar,35500000.0,3.0,1800.0,
3 BHK Flat in Sector 11 Dwarka,26800000.0,3.0,1700.0,1.0
2 BHK Flat in Vikaspuri,11500000.0,2.0,900.0,
2 BHK Independent Builder Floor in Shastri Nagar,62.0,2.0,563.0,
3 BHK Independent Builder Floor in Sector 22 Rohini,11700000.0,3.0,1100.0,1.0
4 BHK Independent Builder Floor in Sector 8 Dwarka,27000000.0,4.0,2250.0,
4 BHK Flat in Sector 10 Dwarka,35100000.0,4.0,2000.0,
4 BHK Independent Builder Floor in Vikaspuri,65000000.0,4.0,3465.0,
2 BHK Flat in Khanpur,30.0,2.0,650.0,1.0
3 BHK Flat in Paschim Vihar,95.0,3.0,1200.0,
3 BHK Independent Builder Floor in Paschim Vihar,16000000.0,3.0,1130.0,1.0
4 BHK Flat in Sector 24 Rohini,10500000.0,4.0,1400.0,1.0
3 BHK Flat in Sector 3 Dwarka,28000000.0,3.0,1775.0,1.0
1 BHK Flat in Sector 23B Dwarka,49.5,1.0,450.0,1.0
2 BHK Independent Builder Floor in Sector 25 Rohini,51.0,2.0,550.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,12500000.0,3.0,900.0,1.0
3 BHK Flat in Kailash Colony,40000000.0,3.0,1500.0,1.0
2 BHK Flat in Burari,26.0,2.0,500.0,
3 BHK Flat in Burari,37.51,3.0,850.0,
2 BHK Flat in Burari,24.0,2.0,625.0,1.0
3 BHK Flat in Paschim Vihar,16000000.0,3.0,1350.0,
3 BHK Flat in Rajpur,95.0,3.0,1330.0,
2 BHK Independent Builder Floor in Uttam Nagar,22.0,2.0,540.0,
2 BHK Independent Builder Floor in Sector 24 Rohini,57.0,2.0,750.0,
3 BHK Independent Builder Floor in Sector 8 Dwarka,14000000.0,3.0,1100.0,
3 BHK Flat in Burari,43.0,3.0,900.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,30000000.0,4.0,1800.0,
3 BHK Independent Builder Floor in East Of Kailash,25000000.0,3.0,1440.0,
4 BHK Independent Builder Floor in Greater Kailash,241500000.0,4.0,9000.0,
5 BHK Independent Builder Floor in Paschim Vihar,42500000.0,5.0,1800.0,1.0
3 BHK Flat in Sector 15 Dwarka,75.0,3.0,1200.0,1.0
1 BHK Flat in Sector 14 Dwarka,40.0,1.0,850.0,1.0
2 BHK Flat in Rajpur,40.5,2.0,800.0,1.0
2 BHK Independent Builder Floor in Khanpur,32.0,2.0,540.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,13500000.0,3.0,1100.0,
4 BHK Independent Builder Floor in Greater Kailash I,120000000.0,4.0,2100.0,1.0
3 BHK Independent Builder Floor in Rohini Sector 28,68.0,3.0,800.0,1.0
3 BHK Independent Builder Floor in Mahavir Enclave,75.0,3.0,1100.0,
3 BHK Flat in Sector 6 Dwarka,27000000.0,3.0,1750.0,1.0
3 BHK Independent Builder Floor in Uttam Nagar,68.0,3.0,850.0,1.0
2 BHK Flat in Nawada,27.0,2.0,600.0,1.0
2 BHK Flat in Said-Ul-Ajaib,50.0,2.0,1000.0,1.0
2 BHK Flat in Rajpur,48.0,2.0,680.0,
3 BHK Flat in Sector 10 Dwarka,28500000.0,3.0,1700.0,1.0
3 BHK Flat in Sector 3 Dwarka,17000000.0,3.0,1500.0,
4 BHK Independent Builder Floor in Sector 23 Rohini,25000000.0,4.0,2350.0,1.0
3 BHK Flat in Sector 6 Dwarka,25900000.0,3.0,1635.0,
3 BHK Independent Builder Floor in East Of Kailash,35500000.0,3.0,1260.0,
3 BHK Flat in Burari,46.0,3.0,900.0,1.0
4 BHK Flat in Sector 6 Dwarka,38000000.0,4.0,2020.0,
4 BHK Independent Builder Floor in Sector 23 Rohini,23000000.0,4.0,2300.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,65000000.0,4.0,6000.0,
3 BHK Flat in Sector 5 Dwarka,24500000.0,3.0,1700.0,
3 BHK Independent Builder Floor in Sector 24 Rohini,82.0,3.0,850.0,1.0
2 BHK Flat in Burari,24.0,2.0,535.0,1.0
3 BHK Flat in Sector 10 Dwarka,25000000.0,3.0,1600.0,
3 BHK Flat in Sector 4 Dwarka,25200000.0,3.0,1700.0,1.0
1 BHK Flat in Said-Ul-Ajaib,28.0,1.0,600.0,1.0
3 BHK Flat in Sector 13 Dwarka,22000000.0,3.0,1650.0,1.0
3 BHK Flat in Sector 4 Dwarka,25200000.0,3.0,1650.0,1.0
2.5 BHK Independent Builder Floor in Shastri Nagar,62.0,5.0,1050.0,
3 BHK Flat in Sector 2 Dwarka,32000000.0,3.0,1639.0,1.0
3 BHK Flat in Sector 4 Dwarka,32500000.0,3.0,1700.0,1.0
3 BHK Flat in Paschim Vihar,14000000.0,3.0,1300.0,
3 BHK Flat in Sector 18 Dwarka,28200000.0,3.0,1810.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,32500000.0,4.0,2565.0,1.0
4 BHK Independent House in Greater Kailash,105000000.0,4.0,5400.0,1.0
4 BHK Flat in Sector 4 Dwarka,39500000.0,4.0,2200.0,1.0
4 BHK Flat in Sector 4 Dwarka,38500000.0,4.0,2300.0,1.0
3 BHK Independent Builder Floor in Sector 20 Rohini,84.0,3.0,1100.0,1.0
2 BHK Independent Builder Floor in Sector 8 Dwarka,11500000.0,2.0,650.0,1.0
3 BHK Independent Builder Floor in Greater Kailash I,53500000.0,3.0,1872.0,1.0
2 BHK Flat in Khanpur,36.0,2.0,900.0,1.0
3 BHK Flat in Sector 108,38500000.0,3.0,2003.0,1.0
4 BHK Flat in Sector 18 Dwarka,37500000.0,4.0,1920.0,1.0
2 BHK Flat in Dwarka Mor,37.0,2.0,650.0,1.0
2 BHK Independent Builder Floor in Shastri Nagar,50.0,2.0,450.0,
3 BHK Flat in Sector 22 Dwarka,35000000.0,3.0,1695.0,1.0
3 BHK Independent Builder Floor in Sector 22 Rohini,10800000.0,3.0,1250.0,
2 BHK Independent Builder Floor in Palam,58.0,2.0,800.0,1.0
3 BHK Flat in Sector 22 Dwarka,29700000.000000004,3.0,1750.0,1.0
3 BHK Flat in Rajpur,70.0,3.0,1000.0,1.0
3 BHK Flat in Sector 18 Dwarka,29500000.0,3.0,1700.0,1.0
2 BHK Flat in Paschim Vihar,14000000.0,2.0,1250.0,
3 BHK Independent Builder Floor in Laxmi Nagar,17000000.0,3.0,1250.0,
4 BHK Independent Builder Floor in New Friends Colony,69900000.0,4.0,2700.0,
3 BHK Independent Builder Floor in Paschim Vihar,13500000.0,3.0,900.0,
3 BHK Flat in Razapur Khurd,42.0,3.0,800.0,
3 BHK Independent Builder Floor in Paschim Vihar,18500000.0,3.0,1125.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,30000000.0,3.0,1450.0,1.0
1 BHK Flat in Rajpur,26.0,1.0,450.0,
3 BHK Flat in Rajpur,70.0,3.0,1000.0,1.0
3 BHK Flat in Rajpur Khurd Village,80.0,3.0,1200.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,15000000.0,3.0,1100.0,1.0
2 BHK Independent Builder Floor in Sector 8 Dwarka,89.5,2.0,650.0,1.0
3 BHK Flat in Rajpur Khurd Extension,80.0,3.0,1200.0,1.0
3 BHK Independent Builder Floor in East Of Kailash,34000000.0,3.0,1440.0,
2 BHK Independent Builder Floor in Sector 8 Dwarka,10500000.0,2.0,650.0,1.0
2 BHK Independent Builder Floor in Sector 8 Dwarka,11000000.0,2.0,650.0,1.0
3 BHK Independent Builder Floor in Dwarka Mor,60.0,3.0,850.0,
3 BHK Flat in Razapur Khurd,46.5,3.0,780.0,
3 BHK Independent Builder Floor in Rajpur,75.0,3.0,1000.0,1.0
3 BHK Independent Builder Floor in Sector 5 Rohini,75.0,3.0,800.0,1.0
3 BHK Independent Builder Floor in Defence Colony,85000000.0,3.0,1963.0,1.0
3 BHK Independent Builder Floor in Sector 17 Rohini,13799999.999999998,3.0,1250.0,
4 BHK Independent Builder Floor in Gulmohar Park,163500000.0,4.0,2700.0,1.0
3 BHK Flat in Sector 10 Dwarka,28500000.0,3.0,1800.0,
3 BHK Flat in Burari,57.0,3.0,950.0,1.0
2 BHK Flat in Burari,25.51,2.0,450.0,
3 BHK Flat in Sector 10 Dwarka,25000000.0,3.0,1800.0,
2 BHK Flat in Burari,40.11,2.0,800.0,1.0
2 RK Independent Builder Floor in Shastri Nagar,27.0,,400.0,
3 BHK Independent Builder Floor in Pitampura,34000000.0,3.0,1350.0,1.0
2 BHK Independent Builder Floor in Shastri Nagar,60.0,2.0,540.0,
3 BHK Independent Builder Floor in Nawada,47.0,3.0,850.0,
3 BHK Flat in Rajpur,70.0,3.0,1000.0,1.0
3 BHK Independent Builder Floor in Shastri Nagar,13500000.0,3.0,1000.0,1.0
3 BHK Flat in Burari,41.0,3.0,850.0,1.0
2 BHK Independent Builder Floor in Nawada,33.5,2.0,540.0,
2 BHK Independent Builder Floor in Nawada,23.5,2.0,500.0,
3 BHK Independent Builder Floor in Paschim Vihar,23500000.0,3.0,1350.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,22000000.0,3.0,1350.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,25500000.0,3.0,1350.0,1.0
3 BHK Independent Builder Floor in Pitampura,37500000.0,3.0,1503.0,
3 BHK Flat in Sector 22 Dwarka,32000000.0,3.0,2250.0,1.0
3 BHK Independent House in Paschim Vihar,34500000.0,3.0,2000.0,
4 BHK Independent Builder Floor in Paschim Vihar,44000000.0,4.0,2250.0,
3 BHK Flat in Sector 24 Rohini,15000000.0,3.0,1100.0,
3 BHK Independent Builder Floor in Paschim Vihar,28000000.0,3.0,1350.0,
1 BHK Flat in Sector 23B Dwarka,52.0,1.0,450.0,1.0
3 BHK Flat in Rajpur Khurd Extension,96.0,3.0,1200.0,1.0
3 BHK Flat in Sector 4 Dwarka,25500000.0,3.0,1700.0,
3 BHK Flat in Dwarka Mor,95.0,3.0,1000.0,
2 BHK Independent Builder Floor in Nawada,25.0,2.0,540.0,
4 BHK Flat in Dwarka Mor,12000000.0,4.0,1350.0,1.0
4 BHK Flat in Sector 9 Dwarka,36500000.0,4.0,1950.0,1.0
2 BHK Flat in Neb Sarai,50.0,2.0,1000.0,
4 BHK Independent Builder Floor in Paschim Vihar,47500000.0,4.0,2700.0,
3 BHK Independent Builder Floor in Dwarka Mor,58.0,3.0,750.0,1.0
2 BHK Independent Builder Floor in Shastri Nagar,52.0,2.0,520.0,
3 BHK Flat in Dwarka Mor,63.0,3.0,810.0,1.0
3 BHK Independent Builder Floor in Greater Kailash I,57500000.0,3.0,1800.0,1.0
1 BHK Flat in Sector 23B Dwarka,41.0,1.0,510.0,1.0
4 BHK Flat in Dwarka Mor,80.0,4.0,1300.0,1.0
4 BHK Flat in Sector 5 Dwarka,33100000.0,4.0,2300.0,1.0
1 BHK Flat in Rajpur,25.0,1.0,450.0,
2 BHK Flat in Rajpur,46.0,2.0,750.0,1.0
3 BHK Flat in Mahavir Enclave,85.0,3.0,920.0,1.0
3 BHK Flat in Sector 23 Dwarka,27500000.0,3.0,1800.0,1.0
2 BHK Flat in Burari,23.5,2.0,550.0,
3 BHK Independent Builder Floor in East Of Kailash,31500000.0,3.0,1200.0,
3 BHK Independent Builder Floor in Paschim Vihar,25500000.0,3.0,1200.0,1.0
3 BHK Flat in Nawada,47.21,3.0,780.0,1.0
4 BHK Independent Builder Floor in Shakur Basti,47500000.0,4.0,2428.0,
4 BHK Independent Builder Floor in Vikaspuri,52500000.0,4.0,2124.0,
3 BHK Flat in Burari,42.0,3.0,900.0,1.0
3 BHK Flat in Burari,48.0,3.0,950.0,1.0
4 BHK Independent Builder Floor in Sector 23 Rohini,61500000.0,4.0,3600.0,1.0
1 BHK Flat in Razapur Khurd,21.64,1.0,400.0,1.0
3 BHK Flat in Burari,50.11,3.0,900.0,
2 BHK Independent Builder Floor in Sector 25 Rohini,65.0,2.0,700.0,
1 BHK Flat in Rajpur,28.0,1.0,500.0,1.0
4 BHK Independent Builder Floor in Sector 22 Rohini,17600000.0,4.0,1450.0,
3 BHK Flat in Burari,53.0,3.0,1050.0,
2 BHK Flat in Burari,35.21,2.0,750.0,
2 BHK Independent Builder Floor in Shastri Nagar,46.0,2.0,450.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,47500000.0,4.0,2250.0,
3 BHK Flat in Sector 4 Dwarka,26000000.0,3.0,1752.0,1.0
4 BHK Flat in Sector 19 Dwarka,41100000.0,4.0,1912.0,1.0
4 BHK Flat in Sector 4 Dwarka,39000000.0,4.0,2600.0,1.0
2 BHK Independent Builder Floor in Shastri Nagar,48.0,2.0,450.0,1.0
3 BHK Flat in Sector 5 Dwarka,28800000.0,3.0,1755.0,1.0
4 BHK Independent Builder Floor in Rohini Sector 28,13300000.0,4.0,1449.0,
2 BHK Flat in Burari,24.0,2.0,650.0,
2 BHK Independent Builder Floor in Sector 24 Rohini,55.0,2.0,550.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,13700000.000000002,3.0,1100.0,1.0
2 BHK Flat in Paschim Vihar,95.0,2.0,950.0,1.0
3 BHK Independent Builder Floor in Greater Kailash,72500000.0,3.0,2250.0,1.0
2 BHK Flat in Razapur Khurd,27.86,2.0,600.0,1.0
2 BHK Flat in Razapur Khurd,26.64,2.0,600.0,1.0
2 BHK Flat in Nawada,32.0,2.0,600.0,1.0
3 BHK Flat in Razapur Khurd,41.0,3.0,750.0,1.0
3 BHK Flat in Razapur Khurd,55.0,3.0,900.0,1.0
2 BHK Flat in Razapur Khurd,35.86,2.0,600.0,1.0
3 BHK Flat in Nawada,45.0,3.0,800.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,35000000.0,4.0,3015.0,1.0
2 BHK Flat in Razapur Khurd,34.64,2.0,600.0,1.0
3 BHK Flat in Razapur Khurd,39.76,3.0,750.0,1.0
3 BHK Flat in Nawada,46.36,3.0,810.0,1.0
3 BHK Independent Builder Floor in Sector 23 Rohini,71.0,3.0,850.0,
4 BHK Independent Builder Floor in Paschim Vihar,34500000.0,4.0,2500.0,
3 BHK Flat in Razapur Khurd,46.5,3.0,780.0,1.0
4 BHK Independent Builder Floor in Rohini Extension,28000000.0,4.0,2350.0,1.0
2 BHK Independent Builder Floor in Razapur Khurd,32.5,2.0,620.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,10500000.0,3.0,955.0,
3 BHK Independent Builder Floor in Paschim Vihar,29000000.0,3.0,1620.0,1.0
3 BHK Independent Builder Floor in Sector 21 Rohini,90.0,3.0,1100.0,
2 BHK Flat in Dwarka Mor,37.0,2.0,600.0,1.0
3 BHK Independent Builder Floor in Sector 8 Dwarka,27500000.0,3.0,1900.0,
3 BHK Independent Builder Floor in Shastri Nagar,13500000.0,3.0,900.0,1.0
2 BHK Independent Builder Floor in Uttam Nagar,32.0,2.0,500.0,
4 BHK Independent Builder Floor in Sector 23 Rohini,28000000.0,4.0,2400.0,
4 BHK Independent Builder Floor in Greater Kailash,242500000.0,4.0,9000.0,
4 BHK Independent Builder Floor in Greater Kailash,66000000.0,4.0,2250.0,
4 BHK Independent Builder Floor in Greater Kailash,290000000.0,4.0,9000.0,
4 BHK Independent Builder Floor in Greater Kailash,81000000.0,4.0,2700.0,
3 BHK Independent Builder Floor in Paschim Vihar,27500000.0,3.0,1350.0,
3 BHK Independent Builder Floor in Shastri Nagar,12500000.0,3.0,900.0,1.0
2 BHK Flat in Nawada,37.5,2.0,700.0,
3 BHK Flat in Dwarka Mor,52.0,3.0,810.0,1.0
3 BHK Flat in Dwarka Mor,52.5,3.0,810.0,1.0
4 BHK Flat in Sector 6 Dwarka,36000000.0,4.0,2200.0,
2 BHK Flat in Rajpur,45.0,2.0,750.0,1.0
2 BHK Flat in Burari,23.5,2.0,535.0,1.0
1 BHK Flat in Sector 23B Dwarka,50.3,1.0,510.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,76.0,3.0,750.0,
4 BHK Independent Builder Floor in Sector 24 Rohini,38000000.0,4.0,2200.0,1.0
3 BHK Flat in Rajpur,96.0,3.0,1200.0,1.0
2 BHK Independent Builder Floor in Shastri Nagar,45.0,2.0,450.0,
3 BHK Flat in Rajpur Khurd Extension,98.0,3.0,1250.0,1.0
2 BHK Independent Builder Floor in Paschim Vihar,12000000.0,2.0,756.0,
3 BHK Flat in Paschim Vihar,18200000.0,3.0,1400.0,1.0
1 BHK Flat in Rajpur,24.0,1.0,450.0,
1 BHK Flat in Sector 23B Dwarka,54.0,1.0,510.0,1.0
3 BHK Flat in Sector 19 Dwarka,28500000.0,3.0,1700.0,1.0
3 BHK Flat in Sector 5 Dwarka,25500000.0,3.0,1700.0,1.0
2 BHK Independent Builder Floor in Shastri Nagar,55.0,2.0,540.0,1.0
2 BHK Flat in Khanpur,30.0,2.0,700.0,1.0
3 BHK Flat in Sector 5 Dwarka,32000000.0,3.0,1800.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,45000000.0,4.0,2250.0,1.0
4 BHK Flat in Sector 18 Dwarka,37500000.0,4.0,2600.0,1.0
3 BHK Flat in Razapur Khurd,46.0,3.0,780.0,1.0
2 BHK Flat in Razapur Khurd,29.57,2.0,550.0,1.0
2 BHK Independent Builder Floor in Pul Prahlad Pur,23.0,2.0,555.0,
4 BHK Independent Builder Floor in Greater Kailash,67500000.0,4.0,2100.0,1.0
3 BHK Independent Builder Floor in Rajouri Garden,26500000.0,3.0,1800.0,1.0
2 BHK Flat in Nawada,40.0,2.0,630.0,1.0
3 BHK Independent Builder Floor in Burari,54.0,3.0,1030.0,1.0
3 BHK Independent Builder Floor in Sector 24 Rohini,14500000.0,3.0,1200.0,1.0
2 BHK Flat in Burari,32.0,2.0,550.0,1.0
2 BHK Flat in Burari,38.0,2.0,750.0,1.0
4 BHK Flat in Burari,80.0,4.0,1400.0,1.0
4 BHK Flat in Burari,85.0,4.0,1400.0,1.0
3 BHK Flat in Burari,43.0,3.0,900.0,1.0
4 BHK Independent Builder Floor in Chittaranjan Park,84000000.0,4.0,2880.0,1.0
2 BHK Flat in Burari,37.0,2.0,700.0,1.0
1 BHK Independent Builder Floor in Sector 7G,23.0,1.0,320.0,1.0
3 BHK Independent Builder Floor in Sector 6 Rohini,90.0,3.0,800.0,1.0
3 BHK Flat in Dwarka Mor,70.0,3.0,900.0,
2 BHK Flat in Burari,34.0,2.0,810.0,1.0
3 BHK Independent Builder Floor in Paschim Vihar,20000000.0,3.0,1125.0,
3 BHK Independent Builder Floor in Paschim Vihar,27400000.000000004,3.0,1620.0,1.0
3 BHK Flat in Sector 2 Dwarka,21000000.0,3.0,1700.0,1.0
2 BHK Independent Builder Floor in Uttam Nagar,36.0,2.0,540.0,1.0
2 BHK Independent Builder Floor in Sector 24 Rohini,80.0,2.0,650.0,1.0
3 BHK Flat in Rajpur Khurd Extension,10000000.0,3.0,1350.0,1.0
3 BHK Flat in Rajpur Khurd Extension,95.0,3.0,1200.0,1.0
2 BHK Flat in Chhattarpur,48.0,2.0,800.0,1.0
2 BHK Flat in Chhattarpur,50.0,2.0,800.0,1.0
1 BHK Flat in Chhattarpur,25.0,1.0,500.0,1.0
1 BHK Flat in Chhattarpur,29.0,1.0,500.0,1.0
2 BHK Flat in Chhattarpur,48.0,2.0,800.0,1.0
1 BHK Flat in Chhattarpur,27.5,1.0,500.0,1.0
1 BHK Flat in Chhattarpur,26.0,1.0,500.0,1.0
1 BHK Flat in Chhattarpur,30.0,1.0,500.0,1.0
3 BHK Flat in Chhattarpur,79.0,3.0,1150.0,1.0
1 BHK Flat in Chhattarpur,29.0,1.0,500.0,1.0
1 BHK Flat in Chhattarpur,30.0,1.0,500.0,1.0
1 BHK Flat in Chhattarpur,28.0,1.0,500.0,1.0
2 BHK Independent Builder Floor in Dwarka Mor,42.0,2.0,540.0,
2 BHK Independent Builder Floor in Laxmi Nagar,48.0,2.0,601.0,
3 BHK Independent Builder Floor in Sector 22 Rohini,10500000.0,3.0,1100.0,1.0
4 BHK Independent Builder Floor in Greater Kailash,89000000.0,4.0,2700.0,1.0
3 BHK Independent House in Uday Park,57500000.0,3.0,1953.0,1.0
2 BHK Flat in Rajpur,50.0,2.0,800.0,1.0
2 BHK Flat in Chhattarpur,50.0,2.0,800.0,1.0
4 BHK Independent Builder Floor in Sector 24 Rohini,90.0,4.0,1215.0,
3 BHK Independent Builder Floor in Sector 24 Rohini,12200000.0,3.0,1050.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,14400000.0,3.0,1345.0,
3 BHK Independent Builder Floor in Sector 8 Dwarka,24500000.0,3.0,1900.0,
4 BHK Independent Builder Floor in Sector 8 Dwarka,31500000.0,4.0,2250.0,
3 BHK Independent Builder Floor in Greater Kailash I,57500000.0,3.0,1872.0,1.0
1 BHK Flat in Dwarka Mor,21.0,1.0,400.0,1.0
3 BHK Flat in Uttam Nagar,80.0,3.0,1400.0,
2 BHK Flat in Uttam Nagar,33.5,2.0,650.0,
3 BHK Flat in Rajpur,95.0,3.0,1200.0,1.0
3 BHK Flat in Paschim Vihar,18000000.0,3.0,1500.0,1.0
3 BHK Flat in Chhattarpur,75.0,3.0,1400.0,1.0
2 BHK Flat in Mahavir Enclave,55.0,2.0,650.0,1.0
4 BHK Flat in Mahavir Enclave,90.0,4.0,1107.0,1.0
4 BHK Independent Builder Floor in Paschim Vihar,42500000.0,4.0,2250.0,
4 BHK Independent Builder Floor in Paschim Vihar,52500000.0,4.0,3300.0,1.0
3 BHK Flat in Sector 18 Dwarka,29000000.0,3.0,1700.0,1.0
3 BHK Independent House in Nawada,85.0,3.0,500.0,1.0
3 BHK Flat in Paschim Vihar,12500000.0,3.0,1300.0,
3 BHK Flat in Sector 23 Dwarka,27500000.0,3.0,1800.0,1.0
3 BHK Independent Builder Floor in Shastri Nagar,11500000.0,3.0,828.0,1.0
3 BHK Independent Builder Floor in Dwarka Mor,61.0,3.0,750.0,
1 BHK Flat in Rajpur,24.0,1.0,450.0,
2 BHK Flat in Rajpur,47.0,2.0,750.0,1.0
4 BHK Flat in Burari,80.0,4.0,1400.0,1.0
2 BHK Flat in Paschim Vihar,11000000.0,2.0,800.0,1.0
3 BHK Independent Builder Floor in Sector 25 Rohini,80.0,3.0,850.0,1.0
4 BHK Independent Builder Floor in New Friends Colony,86500000.0,4.0,2700.0,1.0
2 BHK Flat in Khanpur,35.0,2.0,600.0,1.0
3 BHK Flat in Sector 23 Dwarka,26500000.0,3.0,1785.0,1.0
2 BHK Flat in Sector 13 Dwarka,21900000.0,2.0,1400.0,1.0
