Name,Price,Square,Super Area,Status,Bathroom,Floor,Overlooking,Facing,Car Parking,Balcony,Society,Ownership,Transaction
"4 BHK Flat  for Sale in  Metropolitan Co Operative Housing Society Limited, Kolkata",₹1.35 Cr ,"₹6,136 per sqft ",1900 sqft,Ready to Move,4,4 out of 5,"Garden/Park, Main Road",South - East,1 Open,2,Rohan Apartment,Freehold,Resale
"1 BHK Flat  for Sale in  Nagerbazar, Kolkata",₹16 Lac ,"₹3,077 per sqft ",520 sqft,Ready to Move,1,2 out of 3,Main Road,North,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Anandapur Hooghly, Kolkata",₹5.31 Cr ,"₹16,981 per sqft ",3127 sqft,Ready to Move,4,23 out of 42,"Garden/Park, Pool",East,,2,,,Resale
2 BHK Flat  for Sale in   Kolkata,₹28 Lac ,"₹3,733 per sqft ",750 sqft,Ready to Move,2,2 out of 5,,,,,,,Resale
"3 BHK Flat  for Sale in  Gar, Kolkata",₹40 Lac ,"₹3,636 per sqft ",1100 sqft,Ready to Move,2,3 out of 4,,,,,,,Resale
"2 BHK Flat  for Sale in  Uttarpara Chinsurah, Kolkata",₹37 Lac ,"₹4,474 per sqft ",640 sqft,Ready to Move,2,10 out of 14,Garden/Park,South,,2,Shriram Grand One,Freehold,New Property
"3 BHK Flat  for Sale in  New Town, Kolkata",₹1.30 Cr ,"₹8,649 per sqft ",1203 sqft,Ready to Move,2,4 out of 30,"Garden/Park, Pool, Main Road",North - East,,1,Sureka Elita Garden Vista,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹37 Lac ,"₹4,625 per sqft ",700 sqft,Ready to Move,2,4 out of 4,Garden/Park,South - East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Barhans, Kolkata",₹26 Lac ,"₹3,250 per sqft ",800 sqft,Ready to Move,1,1 out of 2,Main Road,South,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Sector 5 Salt Lake City, Kolkata",₹2.45 Cr ,"₹21,048 per sqft ",1164 sqft,Ready to Move,2,19 out of 20,,North - East,,1,Merlin 5th Avenue,Freehold,Resale
"3 BHK Flat  for Sale in  Sakher Bazar, Purba Barisha, Kolkata",₹55 Lac ,"₹5,131 per sqft ",1072 sqft,Ready to Move,2,2 out of 3,,North - West,1 Covered,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Rajpur Sonarpur, Kolkata",₹1.05 Cr ,"₹7,119 per sqft ",1032 sqft,Ready to Move,2,2 out of 12,"Garden/Park, Pool",South,,,Primarc Southwinds,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹16.5 Lac ,"₹2,538 per sqft ",650 sqft,Ready to Move,1,3 out of 3,,,,,,,Resale
"2 BHK Flat  for Sale in  Sinthee, Kolkata",₹22 Lac ,"₹3,385 per sqft ",650 sqft,Ready to Move,1,3 out of 3,,,,1,,,Resale
"2 BHK Flat  for Sale in  Mandirtala Shibpur, Kolkata",₹48 Lac ,"₹4,494 per sqft ",1068 sqft,Ready to Move,2,4 out of 4,Main Road,South,,1,,,Resale
4 BHK Flat  for Sale in   Kolkata,₹44 Lac ,,1100 sqft,Ready to Move,2,4 out of 4,,,,1,,Leasehold,Resale
"3 BHK Flat  for Sale in  Dum Dum, Kolkata",₹45 Lac ,"₹3,906 per sqft ",1152 sqft,Ready to Move,2,1 out of 4,,,,,,,Resale
"2 BHK Flat  for Sale in  Garia Main Road, Kolkata",₹45 Lac ,"₹5,762 per sqft ",661 sqft,Ready to Move,2,1 out of 4,Main Road,South,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Jessore Road, Kolkata",₹40 Lac ,"₹5,472 per sqft ",731 sqft,Ready to Move,2,3 out of 4,,,,,,Freehold,Resale
"4 BHK Flat  for Sale in  Shobhabazar, Kolkata",₹1.20 Cr ,"₹7,229 per sqft ",1500 sqft,Ready to Move,2,1 out of 4,"Garden/Park, Main Road",South,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Rajpur, Kolkata",₹28 Lac ,"₹3,500 per sqft ",800 sqft,Ready to Move,1,3 out of 5,,,,,,,Resale
"2 BHK Flat  for Sale in  East Mall Road, Kolkata",₹22 Lac ,"₹3,284 per sqft ",620 sqft,Ready to Move,1,3 out of 3,Main Road,,,1,,Freehold,Resale
"4 BHK Flat  for Sale in  Kalighat, Kolkata",₹2 Cr ,"₹9,091 per sqft ",1900 sqft,Ready to Move,3,3 out of 4,Main Road,South,,2,,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹30.5 Lac ,"₹3,836 per sqft ",600 sqft,Ready to Move,2,3 out of 4,Main Road,North,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Bramhapur, Kolkata",₹13 Lac ,,500 sqft,Ready to Move,1,3 out of 3,,,,1,Niva Park Phase II,,Resale
"2 BHK Flat  for Sale in  Rash Behari Avenue, Kolkata",₹1.15 Cr ,"₹22,727 per sqft ",506 sqft,Ready to Move,2,Ground out of 3,,,,,,,Resale
"3 BHK Flat  for Sale in  Nayabad, Kolkata",₹55 Lac ,"₹5,203 per sqft ",1057 sqft,Ready to Move,2,3 out of 4,,,,1,Jeet Residency Phase III,,Resale
"3 BHK Flat  for Sale in  Uttarpara Chinsurah, Kolkata",₹80 Lac ,"₹5,420 per sqft ",1476 sqft,Ready to Move,2,10 out of 11,,South -West,,1,Unimark Riviera,Freehold,Resale
"3 BHK Flat  for Sale in  Nabapally Sector 4 Salt Lake, Kolkata",₹35 Lac ,"₹2,778 per sqft ",1000 sqft,Ready to Move,2,4 out of 4,"Garden/Park, Main Road",North - East,,2,Latika Apartment,Freehold,Resale
"3 BHK Flat  for Sale in  Airport 2 Number Gate, Kolkata",₹47 Lac ,"₹4,563 per sqft ",850 sqft,Ready to Move,2,4 out of 5,"Garden/Park, Main Road",South - East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Baguiati, Kolkata",₹38 Lac ,"₹3,619 per sqft ",900 sqft,Ready to Move,2,4 out of 5,,East,,1,,,Resale
"3 BHK Flat  for Sale in  New Town, Kolkata",₹75 Lac ,"₹7,500 per sqft ",1000 sqft,Ready to Move,2,4 out of 5,,,,,,,Resale
"3 BHK Flat  for Sale in  Saha Para Fartabad, Kolkata",₹82 Lac ,"₹5,866 per sqft ",1210 sqft,Ready to Move,2,2 out of 4,"Pool, Main Road",North,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Deodar Street, Kolkata",₹1 Cr ,"₹11,765 per sqft ",850 sqft,Ready to Move,2,3 out of 4,,,,,,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Nayabad, Kolkata",₹50 Lac ,"₹5,656 per sqft ",750 sqft,Ready to Move,2,4 out of 4,Main Road,South - East,,1,,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹58 Lac ,"₹5,823 per sqft ",996 sqft,Ready to Move,2,3 out of 4,,,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Motilal Colony, Kolkata",₹25 Lac ,"₹3,333 per sqft ",650 sqft,Ready to Move,2,3 out of 3,Main Road,South,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  New Town, Kolkata",₹1.25 Cr ,"₹18,248 per sqft ",685 sqft,Ready to Move,2,9 out of 14,"Garden/Park, Pool, Main Road",,,1,PS ONE10,Freehold,Resale
"2 BHK Flat  for Sale in  Action Area 1, Kolkata",₹89 Lac ,"₹8,900 per sqft ",800 sqft,Ready to Move,2,1 out of 4,,,,2,,,Resale
"3 BHK Flat  for Sale in  Fartabad, Garia, Kolkata",₹70 Lac ,"₹5,973 per sqft ",1172 sqft,Ready to Move,2,3 out of 4,Garden/Park,North - East,1 Covered,1,Eden Pavilion,Freehold,Resale
"1 BHK Flat  for Sale in  New Town, Kolkata",₹32 Lac ,"₹5,684 per sqft ",563 sqft,Ready to Move,1,4 out of 5,Garden/Park,South,,1,Swan Court,Freehold,New Property
"3 BHK Flat  for Sale in  Rajarhat Main Road, Kolkata",₹1.30 Cr ,"₹11,818 per sqft ",1100 sqft,Ready to Move,2,6 out of 18,Main Road,South - East,,1,PS  Amistad,Freehold,Resale
"3 BHK Flat  for Sale in  Tollygunge, Kolkata",₹1.20 Cr ,"₹8,000 per sqft ",1450 sqft,Ready to Move,2,1 out of 4,Main Road,North - East,,1,,Freehold,Resale
"6 BHK Flat  for Sale in  Kadapara, Kankurgachi, Kolkata",₹3.80 Cr ,,,Ready to Move,4,3 out of 6,,East,3 Open,2,,Power Of Attorney,Resale
"3 BHK Flat  for Sale in  Gariahat, Kolkata",₹3.90 Cr ,"₹18,795 per sqft ",1875 sqft,Ready to Move,3,7 out of 11,"Main Road, Garden/Park",South -West,,1,Singhi Regency,Freehold,New Property
"2 BHK Flat  for Sale in  Selimpur Road, Kolkata",₹27 Lac ,"₹4,225 per sqft ",556 sqft,Ready to Move,2,1 out of 3,,North,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Thakurpukur, Kolkata",₹74 Lac ,"₹5,100 per sqft ",1451 sqft,Ready to Move,2,2 out of 4,,South -West,,2,Bengal Greenfield Oasis,Freehold,Resale
"2 BHK Flat  for Sale in  Beleghata, Kolkata",₹34.4 Lac ,"₹8,000 per sqft ",430 sqft,Ready to Move,1,3 out of 3,,,,1,,,Resale
3 BHK Flat  for Sale in   Kolkata,₹32 Lac ,"₹3,493 per sqft ",916 sqft,Ready to Move,2,7 out of 7,Garden/Park,,,1,,,Resale
"4 BHK Flat  for Sale in  Rajarhat, Kolkata",₹2.25 Cr ,"₹5,625 per sqft ",2800 sqft,Ready to Move,4,5 out of 7,,,,4,Team Bellagio LVL NXT,,Resale
"2 BHK Flat  for Sale in  Kamalgazi, Narendrapur, Kolkata",₹23 Lac ,"₹3,538 per sqft ",555 sqft,Ready to Move,2,4 out of 4,"Garden/Park, Main Road",East,2 Open,1,Mohan Garden,Freehold,Resale
"1 BHK Flat  for Sale in  Khardaha, Kolkata",₹17 Lac ,"₹3,025 per sqft ",562 sqft,Ready to Move,1,3 out of 4,Main Road,South,,,Gitanjali,,New Property
"1 BHK Flat  for Sale in  Birati, Kolkata",₹14.8 Lac ,"₹3,663 per sqft ",404 sqft,Ready to Move,1,3 out of 4,,,,,Birati,,Resale
"3 BHK Flat  for Sale in  Santoshpur, Kolkata",₹1.10 Cr ,"₹7,143 per sqft ",1400 sqft,Ready to Move,2,2 out of 4,Main Road,South,1 Covered,,,Freehold,Resale
3 BHK Flat  for Sale in   Kolkata,₹72 Lac ,"₹6,154 per sqft ",1170 sqft,Ready to Move,2,3 out of 4,,,,,,,Resale
"3 BHK Flat  for Sale in  Barasat, Kolkata",₹49 Lac ,"₹4,623 per sqft ",795 sqft,Ready to Move,2,2 out of 5,Main Road,East,1 Covered,1,Ashalata Apartment,Freehold,Resale
"2 BHK Flat  for Sale in  Madhyamgram, Kolkata",₹30 Lac ,"₹3,704 per sqft ",600 sqft,Ready to Move,2,3 out of 4,Garden/Park,North - East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹95 Lac ,"₹7,011 per sqft ",1355 sqft,Ready to Move,2,10 out of 10,,,,,Unimark Springfield,,Resale
"3 BHK Flat  for Sale in  Dhakuria, Kolkata",₹1.05 Cr ,"₹8,314 per sqft ",1263 sqft,Ready to Move,2,4 out of 4,,,,,Creation Signature,,Resale
"1 BHK Flat  for Sale in  Podara, Kolkata",₹11 Lac ,,519 sqft,Ready to Move,1,3 out of 3,Main Road,South,,1,,,Resale
"3 BHK Flat  for Sale in  Lake Town, Kolkata",₹1.22 Cr ,"₹7,249 per sqft ",1683 sqft,Ready to Move,2,4 out of 5,,,,2,,Freehold,Resale
"3 BHK Flat  for Sale in  Beleghata, Kolkata",₹2.20 Cr ,"₹18,333 per sqft ",1200 sqft,Ready to Move,3,7 out of 13,,,,,,,Resale
"3 BHK Flat  for Sale in  Aswini Dutta Road, Kolkata",₹1.35 Cr ,,1600 sqft,Ready to Move,3,1 out of 4,,,,1,,,Resale
"1 BHK Flat  for Sale in  Uttarpara Chinsurah, Kolkata",₹15 Lac ,"₹3,614 per sqft ",400 sqft,Ready to Move,1,3 out of 4,,South -West,,1,,,Resale
"2 BHK Flat  for Sale in  Kamalgazi, Narendrapur, Kolkata",₹48 Lac ,"₹4,903 per sqft ",979 sqft,Ready to Move,2,1 out of 4,"Pool, Garden/Park",North - West,,1,Sugam Serenity,Freehold,Resale
"2 BHK Flat  for Sale in  Purbachal Kalitala, Kolkata",₹75 Lac ,"₹6,466 per sqft ",1160 sqft,Ready to Move,2,2 out of 3,,,,,,,Resale
"2 BHK Flat  for Sale in  Debaipukur, Kolkata",₹16 Lac ,"₹2,370 per sqft ",675 sqft,Ready to Move,1,1 out of 4,,,,,,,Resale
"3 BHK Flat  for Sale in  Regent Estate, Bijoygarh, Kolkata",₹67 Lac ,"₹5,583 per sqft ",1200 sqft,Ready to Move,2,1 out of 4,Main Road,South,1 Covered,1,,Leasehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹20 Lac ,"₹3,407 per sqft ",470 sqft,Ready to Move,1,1 out of 4,,,,1,,,Resale
"3 BHK Flat  for Sale in  Amtala, Diamond Harbour Road, Kolkata",₹39 Lac ,"₹4,136 per sqft ",943 sqft,Ready to Move,3,3 out of 4,,,,3,,,Resale
"3 BHK Flat  for Sale in  Madurdaha, Hussainpur, Kolkata",₹75 Lac ,"₹5,593 per sqft ",950 sqft,Ready to Move,2,2 out of 3,Main Road,South,1 Covered,2,,Freehold,Resale
"2 BHK Flat  for Sale in  Baguiati, Kolkata",₹26 Lac ,"₹3,824 per sqft ",510 sqft,Ready to Move,2,2 out of 3,,South - East,,2,Puspa Apartment,,Resale
"2 BHK Flat  for Sale in  Howrah, Kolkata",₹50.6 Lac ,"₹4,600 per sqft ",1100 sqft,Ready to Move,2,5 out of 6,,,,,,,Resale
"1 BHK Flat  for Sale in  Netaji Nagar, Kolkata",₹22.5 Lac ,"₹4,518 per sqft ",498 sqft,Ready to Move,1,4 out of 4,,South -West,,1,Amiya Apartment,Freehold,Resale
"3 BHK Flat  for Sale in  Ramgarh Garia, Kolkata",₹48 Lac ,"₹3,718 per sqft ",1140 sqft,Ready to Move,2,1 out of 5,,,,2,Trident Sky Abode,,Resale
"2 BHK Flat  for Sale in  Boral Main Road, Kolkata",₹30 Lac ,"₹3,448 per sqft ",722 sqft,Ready to Move,2,1 out of 4,Main Road,North,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Barabazar Market, Kolkata",₹12 Lac ,"₹4,000 per sqft ",300 sqft,Ready to Move,1,1 out of 2,,,,,,,Resale
"2 BHK Flat  for Sale in  Behala, Kolkata",₹1.45 Cr ,"₹5,370 per sqft ",2500 sqft,Ready to Move,2,4 out of 4,,,,2,Shivam,,Resale
3 BHK Flat  for Sale in   Kolkata,₹75 Lac ,"₹5,051 per sqft ",1485 sqft,Ready to Move,2,2 out of 3,Main Road,North - East,1 Covered,,,Freehold,Resale
"3 BHK Flat  for Sale in  Howrah, Kolkata",₹1.60 Cr ,"₹10,959 per sqft ",1460 sqft,Ready to Move,2,11 out of 16,"Pool, Garden/Park, Main Road",,,1,Ideal Grand,Freehold,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹55 Lac ,"₹4,850 per sqft ",910 sqft,Ready to Move,2,5 out of 6,Garden/Park,South - East,,1,Aspira Aashiyana,Freehold,Resale
"1 BHK Flat  for Sale in  Maheshtala, Kolkata",₹25 Lac ,"₹3,511 per sqft ",712 sqft,Ready to Move,1,10 out of 15,,,,,,,Resale
"1 BHK Flat  for Sale in  Baruipur, Kolkata",₹18.5 Lac ,"₹5,286 per sqft ",350 sqft,,1,1,,,,,Merlin Oikyo,,Resale
2 BHK Flat  for Sale in   Kolkata,₹31 Lac ,"₹3,605 per sqft ",860 sqft,Ready to Move,2,1 out of 3,,,,,,,Resale
"4 BHK Flat  for Sale in  Beleghata, Kolkata",₹2.40 Cr ,"₹11,429 per sqft ",2100 sqft,Ready to Move,4,11 out of 18,,,,2,Kay Pee Oriental Palms,,Resale
2 BHK Flat  for Sale in   Kolkata,₹24 Lac ,"₹2,637 per sqft ",760 sqft,Ready to Move,2,3 out of 3,,,,3,,,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹25 Lac ,"₹3,511 per sqft ",712 sqft,Ready to Move,2,7 out of 14,,,,1,Hiland Greens,Freehold,Resale
"3 BHK Flat  for Sale in  Southern Avenue, Kolkata",₹2.50 Cr ,"₹12,195 per sqft ",1600 sqft,Ready to Move,3,3 out of 3,,,,2,,Freehold,Resale
"2 BHK Flat  for Sale in  Panchasayar, Garia, Kolkata",₹1.40 Cr ,"₹9,333 per sqft ",1100 sqft,Ready to Move,2,13 out of 15,Main Road,North,,1,Aasha Apartment,Freehold,Resale
"2 BHK Flat  for Sale in  Howrah, Kolkata",₹38.4 Lac ,"₹5,100 per sqft ",605 sqft,Ready to Move,2,3 out of 4,Main Road,North,,,PS Sansara,Freehold,Resale
"1 BHK Flat  for Sale in  Mahamaya Tala, Garia, Kolkata",₹20 Lac ,"₹4,049 per sqft ",420 sqft,Ready to Move,1,1 out of 4,,South,,,,,Resale
"2 BHK Flat  for Sale in  Bosepukur, Kasba, Kolkata",₹55 Lac ,,687 sqft,Ready to Move,2,2 out of 3,,,,1,,,Resale
"3 BHK Flat  for Sale in  Rajarhat, Kolkata",₹45 Lac ,"₹4,213 per sqft ",1068 sqft,Ready to Move,2,5 out of 5,Garden/Park,West,,1,Club Residenza,Freehold,Resale
"2 BHK Flat  for Sale in  Thakurpukur, Kolkata",₹60 Lac ,"₹7,435 per sqft ",807 sqft,Ready to Move,2,2 out of 4,"Garden/Park, Pool, Main Road",South,,1,Prantik Phase 1,Co-operative Society,Resale
"2 BHK Flat  for Sale in  Sonarpur Station Road, Kolkata",₹43 Lac ,"₹4,751 per sqft ",678 sqft,Ready to Move,2,2 out of 4,"Garden/Park, Pool",East,,1,Rajwada Lake Bliss,Freehold,Resale
"3 BHK Flat  for Sale in  Netaji Nagar, Kolkata",₹1.25 Cr ,"₹8,681 per sqft ",1440 sqft,Ready to Move,2,3 out of 4,,,,1,,Freehold,Resale
3 BHK Flat  for Sale in   Kolkata,₹60 Lac ,"₹5,000 per sqft ",1200 sqft,Ready to Move,2,1 out of 4,,,,,,,Resale
"2 BHK Flat  for Sale in  New Town, Kolkata",₹50 Lac ,"₹7,692 per sqft ",650 sqft,Ready to Move,1,1 out of 5,,,,1,,,Resale
"2 BHK Flat  for Sale in  Hastings, Kolkata",₹1 Cr ,"₹8,929 per sqft ",950 sqft,Ready to Move,2,7 out of 7,Main Road,North - East,,1,Hastings Court,Freehold,Resale
"3 BHK Flat  for Sale in  New Alipore, Kolkata",₹2.50 Cr ,"₹13,714 per sqft ",1500 sqft,Ready to Move,3,3 out of 24,Garden/Park,,,1,,,Resale
"3 BHK Flat  for Sale in  Shyamnagar, Kolkata",₹65 Lac ,"₹5,417 per sqft ",1200 sqft,Ready to Move,2,1 out of 3,,,,,Diamond Plaza,,Resale
"3 BHK Flat  for Sale in  Narendrapur Rajpur Sonarpur, Kolkata",₹65 Lac ,"₹4,969 per sqft ",1308 sqft,Ready to Move,2,4 out of 4,,,,,Sugam Sabuj,,Resale
"1 BHK Flat  for Sale in  Ajoy Nagar Santoshpur, Kolkata",₹65 Lac ,"₹8,075 per sqft ",805 sqft,Ready to Move,1,2 out of 18,,,,,Udita Apartments,,Resale
"4 BHK Flat  for Sale in  Kankurgachi, Kolkata",₹1.70 Cr ,"₹9,315 per sqft ",1460 sqft,Ready to Move,2,2 out of 5,Main Road,East,1 Covered,1,,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹15 Lac ,"₹2,890 per sqft ",519 sqft,Ready to Move,1,2 out of 3,,,,,,,Resale
"4 BHK Flat  for Sale in  Hindustan Park, Gariahat, Kolkata",₹2.50 Cr ,"₹13,514 per sqft ",1500 sqft,Ready to Move,3,2 out of 5,Main Road,East,1 Covered,2,,Freehold,Resale
"4 BHK Flat  for Sale in  Sakher Bazar, Purba Barisha, Kolkata",₹50 Lac ,"₹3,704 per sqft ",1000 sqft,Ready to Move,3,3 out of 3,,East,,1,,,Resale
"3 BHK Flat  for Sale in  Behala, Kolkata",₹1.10 Cr ,"₹5,500 per sqft ",1700 sqft,Ready to Move,3,Ground out of 5,Garden/Park,South,1 Covered,2,,Freehold,New Property
"3 BHK Flat  for Sale in  Southern Bypass, Kolkata",₹83 Lac ,"₹7,217 per sqft ",850 sqft,Ready to Move,2,11 out of 11,"Pool, Main Road, Garden/Park",South,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Dum Dum Road, Kolkata",₹35 Lac ,"₹4,118 per sqft ",752 sqft,Ready to Move,2,2 out of 3,,,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Baguiati, Kolkata",₹32 Lac ,"₹4,324 per sqft ",740 sqft,Ready to Move,2,2 out of 4,Main Road,East,,1,,Freehold,Resale
"1 BHK Flat  for Sale in  Kestopur, Kolkata",₹45 Lac ,"₹7,923 per sqft ",568 sqft,Ready to Move,1,Ground out of 6,Garden/Park,North - East,,,Meridian Chitrakut Dham,Freehold,New Property
"2 BHK Flat  for Sale in  Barrackpore, Kolkata",₹50 Lac ,"₹4,794 per sqft ",834 sqft,Ready to Move,2,3 out of 4,,South - East,,1,,Freehold,Resale
"3 BHK Flat  for Sale in  Watganj, Kolkata",₹1.50 Cr ,"₹10,925 per sqft ",1097 sqft,Ready to Move,2,11 out of 12,Main Road,North - West,,2,,Freehold,Resale
"3 BHK Flat  for Sale in  Action Area 2, Kolkata",₹1.55 Cr ,"₹9,904 per sqft ",995 sqft,,3,10 out of 25,"Garden/Park, Main Road",South,1 Covered,2,,Freehold,Resale
"2 BHK Flat  for Sale in  Maheshtala, Kolkata",₹28 Lac ,,712 sqft,Ready to Move,2,5 out of 14,,,1 Covered,1,,,New Property
"3 BHK Flat  for Sale in  Chinar Park, Rajarhat, Kolkata",₹2 Cr ,"₹17,544 per sqft ",1140 sqft,Ready to Move,2,12 out of 14,,,,1,Siddha Galaxia Phase 2,,Resale
"4 BHK Flat  for Sale in  Dr Suresh Sarkar Road, Kolkata",₹3.50 Cr ,"₹17,500 per sqft ",1500 sqft,Ready to Move,4,7 out of 14,,,,1,,,Resale
"2 BHK Flat  for Sale in  Sonarpur, Kolkata",₹40 Lac ,,810 sqft,Ready to Move,2,6 out of 8,Garden/Park,,1 Covered,1,J G Golden Heights,Freehold,Resale
"3 BHK Flat  for Sale in  Maheshtala, Kolkata",₹50 Lac ,"₹3,631 per sqft ",1377 sqft,Ready to Move,2,13 out of 15,,East,,1,Eden City Maheshtala,Freehold,Resale
"2 BHK Flat  for Sale in  Sonarpur, Kolkata",₹36 Lac ,"₹3,462 per sqft ",1040 sqft,Ready to Move,2,2 out of 9,,,,1,BCT Sonar Sansar,Freehold,Resale
"6 BHK Flat  for Sale in  New Alipore, Kolkata",₹1.50 Cr ,"₹6,818 per sqft ",1760 sqft,Ready to Move,4,2 out of 3,Main Road,North,,1,,Freehold,Resale
"4 BHK Flat  for Sale in  Nagerbazar, Kolkata",₹1.30 Cr ,"₹6,190 per sqft ",2100 sqft,Ready to Move,3,2 out of 5,,,,,,,Resale
"3 BHK Flat  for Sale in  Haltu, Kolkata",₹78 Lac ,"₹6,500 per sqft ",960 sqft,Ready to Move,2,2 out of 4,Main Road,South - East,"1 Covered,",1,Antaranga 3,Freehold,Resale
"2 BHK Flat  for Sale in  Eastern Metropolitan Bypass, Kolkata",₹46 Lac ,,903 sqft,Ready to Move,2,4 out of 4,Main Road,South -West,,1,Eden Flora,Freehold,Resale
"3 BHK Flat  for Sale in  Nayabad, Kolkata",₹55 Lac ,"₹4,561 per sqft ",850 sqft,Ready to Move,2,1 out of 4,Main Road,South - East,1 Covered,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Rajarhat, Kolkata",₹40 Lac ,"₹4,315 per sqft ",927 sqft,Ready to Move,2,4 out of 5,,,,,,,Resale
"2 BHK Flat  for Sale in  Ramgarh Colony, Kolkata",₹40 Lac ,"₹4,908 per sqft ",815 sqft,Ready to Move,2,3 out of 4,,South - East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Motilal Gupta Road, Kolkata",₹32 Lac ,"₹3,279 per sqft ",750 sqft,Ready to Move,2,3 out of 5,"Garden/Park, Main Road",South - East,,,,Freehold,Resale
"4 BHK Flat  for Sale in  Howrah, Kolkata",₹68 Lac ,"₹3,656 per sqft ",1484 sqft,Ready to Move,3,5 out of 6,,,,2,Tulip Garden,,Resale
"2 BHK Flat  for Sale in  Thakurpukur, Kolkata",₹47 Lac ,"₹5,257 per sqft ",894 sqft,Ready to Move,2,1 out of 4,,,,,SwanGreen,,Resale
"3 BHK Flat  for Sale in  Tollygunge, Kolkata",₹1.40 Cr ,"₹8,159 per sqft ",1200 sqft,Ready to Move,3,1 out of 4,"Garden/Park, Main Road",,,2,LGS Bougainville,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹22 Lac ,"₹2,933 per sqft ",650 sqft,Ready to Move,2,4 out of 4,,,,1,,,Resale
3 BHK Flat  for Sale in   Kolkata,₹33 Lac ,,1800 sqft,Ready to Move,2,2 out of 4,,North,,2,,,Resale
"2 BHK Flat  for Sale in  Block 2 Jatindas Nagar, Kolkata",₹26 Lac ,"₹3,377 per sqft ",770 sqft,Ready to Move,2,1 out of 4,Main Road,South - East,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Tollygunge, Kolkata",₹1 Cr ,"₹8,889 per sqft ",1125 sqft,Ready to Move,2,3 out of 6,,,,,,,Resale
"2 BHK Flat  for Sale in  Gulshan Colony, Kolkata",₹19.5 Lac ,"₹2,549 per sqft ",688 sqft,Ready to Move,1,2 out of 4,,,,1,,,Resale
2 BHK Flat  for Sale in   Kolkata,₹18 Lac ,"₹2,500 per sqft ",600 sqft,Ready to Move,1,4 out of 4,Main Road,West,,1,,Freehold,Resale
"2 BHK Flat  for Sale in  Bansdroni, Kolkata",₹30 Lac ,"₹3,750 per sqft ",800 sqft,Ready to Move,2,1 out of 3,Main Road,North - East,3 Covered,1,,Freehold,Resale
2 BHK Flat  for Sale in   Kolkata,₹20 Lac ,,720 sqft,Ready to Move,2,4 out of 4,,,,1,,,Resale
"2 BHK Flat  for Sale in  Jessore Road, Kolkata",₹60 Lac ,"₹6,186 per sqft ",970 sqft,Ready to Move,2,2 out of 6,,,,1,Diamond City North,,Resale
"2 BHK Flat  for Sale in  Joka, Kolkata",₹60 Lac ,"₹6,383 per sqft ",940 sqft,Ready to Move,2,10 out of 12,"Garden/Park, Pool",,,1,DTC Southern Heights,Freehold,Resale
"2 BHK Flat  for Sale in  Nagerbazar, Kolkata",₹27.5 Lac ,"₹3,929 per sqft ",700 sqft,Ready to Move,2,4 out of 4,,,,,,,Resale
"5 BHK Flat  for Sale in  Bara Bazar Barabazar Market, Kolkata",₹1 Cr ,"₹8,673 per sqft ",1153 sqft,Ready to Move,3,3 out of 3,Main Road,North,,,,Freehold,Resale
"4 BHK Flat  for Sale in  Alipore, Kolkata",₹2.70 Cr ,"₹11,157 per sqft ",2420 sqft,Ready to Move,4,2 out of 4,,,,2,,,Resale
"3 BHK Flat  for Sale in  Rajarhat Main Road, Kolkata",₹48 Lac ,,1143 sqft,Ready to Move,2,3 out of 4,"Garden/Park, Pool, Main Road",,1 Covered,2,Magnolia Vardaan,Freehold,Resale
"2 BHK Flat  for Sale in  Dum Dum, Kolkata",₹27.5 Lac ,"₹4,900 per sqft ",410 sqft,Ready to Move,1,2 out of 3,Main Road,South - East,,1,,Co-operative Society,Resale
